county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
Stanislaus County,2020-08-05,129.0,105.0,,,
Sutter County,2020-08-05,17.0,17.0,,,
Tehama County,2020-08-05,,,,,
Trinity County,2020-08-05,,,,,
Tulare County,2020-08-05,113.0,68.0,,,
Tuolumne County,2020-08-05,21.0,21.0,,,
Ventura County,2020-08-05,331.0,147.0,,,
Yolo County,2020-08-05,167.0,125.0,,,
Yuba County,2020-08-05,,,,,
Wilton Rancheria Tribe,2020-08-05,,,,,
Bishop Paiute Tribal Council,2020-08-05,,,,,
Alameda County,2020-08-06,833.0,513.0,91.0,91.0,
Alpine County,2020-08-06,,,,,
Amador County,2020-08-06,,,,,
Butte County,2020-08-06,129.0,129.0,,,
Calaveras County,2020-08-06,29.0,19.0,,,
Colusa County,2020-08-06,,,,,
Contra Costa County,2020-08-06,566.0,464.0,,,
Del Norte County,2020-08-06,28.0,28.0,,,
El Dorado County,2020-08-06,46.0,38.0,,,
Fresno County,2020-08-06,367.0,353.0,28.0,28.0,
Glenn County,2020-08-06,,,,,
Humboldt County,2020-08-06,74.0,49.0,15.0,,
Imperial County,2020-08-06,126.0,119.0,80.0,79.0,
Inyo County,2020-08-06,,,,,
Kern County,2020-08-06,21.0,21.0,15.0,15.0,
Kings County,2020-08-06,44.0,44.0,,,
Lake County,2020-08-06,,,,,
Lassen County,2020-08-06,,,,,
Los Angeles County,2020-08-06,4484.0,3818.0,651.0,651.0,
Madera County ,2020-08-06,17.0,17.0,,,
Marin County ,2020-08-06,182.0,111.0,44.0,,
Mariposa County,2020-08-06,44.0,,,,
Mendocino County,2020-08-06,120.0,47.0,,,
Merced County,2020-08-06,124.0,35.0,,,
Modoc County,2020-08-06,,,,,
Mono County,2020-08-06,,,,,
Monterey County,2020-08-06,123.0,93.0,108.0,15.0,
Napa County ,2020-08-06,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-06,70.0,,,,
Orange County,2020-08-06,692.0,586.0,78.0,78.0,
Placer County,2020-08-06,77.0,40.0,12.0,12.0,
Plumas County,2020-08-06,,,,,
Riverside County,2020-08-06,350.0,350.0,15.0,15.0,
Sacramento County,2020-08-06,525.0,503.0,63.0,63.0,
San Benito County,2020-08-06,23.0,23.0,,,
San Bernardino County,2020-08-06,427.0,427.0,20.0,,20.0
San Diego County,2020-08-06,1327.0,165.0,44.0,44.0,
San Francisco,2020-08-06,2614.0,1895.0,91.0,91.0,
San Joaquin County,2020-08-06,73.0,65.0,,,
San Luis Obispo County,2020-08-06,155.0,,14.0,14.0,
San Mateo County,2020-08-06,163.0,163.0,,,
Santa Barbara County,2020-08-06,140.0,105.0,,,
Santa Clara County,2020-08-06,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-06,149.0,130.0,35.0,,12.0
Shasta County,2020-08-06,97.0,97.0,,,
Sierra County,2020-08-06,,,,,
Siskiyou County,2020-08-06,,,,,
Solano County,2020-08-06,216.0,115.0,,,
Sonoma County,2020-08-06,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-06,129.0,105.0,,,
Sutter County,2020-08-06,17.0,17.0,,,
Tehama County,2020-08-06,,,,,
Trinity County,2020-08-06,,,,,
Tulare County,2020-08-06,113.0,67.0,,,
Tuolumne County,2020-08-06,21.0,21.0,,,
Ventura County,2020-08-06,331.0,147.0,,,
Yolo County,2020-08-06,167.0,125.0,,,
Yuba County,2020-08-06,,,,,
Wilton Rancheria Tribe,2020-08-06,,,,,
Bishop Paiute Tribal Council,2020-08-06,,,,,
Alameda County,2020-08-07,833.0,515.0,91.0,91.0,
Alpine County,2020-08-07,,,,,
Amador County,2020-08-07,,,,,
Butte County,2020-08-07,129.0,129.0,,,
Calaveras County,2020-08-07,29.0,19.0,,,
Colusa County,2020-08-07,,,,,
Contra Costa County,2020-08-07,566.0,469.0,,,
Del Norte County,2020-08-07,28.0,28.0,,,
El Dorado County,2020-08-07,46.0,38.0,,,
Fresno County,2020-08-07,367.0,353.0,28.0,28.0,
Glenn County,2020-08-07,,,,,
Humboldt County,2020-08-07,74.0,49.0,15.0,,
Imperial County,2020-08-07,126.0,119.0,80.0,79.0,
Inyo County,2020-08-07,,,,,
Kern County,2020-08-07,21.0,21.0,15.0,15.0,
Kings County,2020-08-07,44.0,44.0,,,
Lake County,2020-08-07,,,,,
Lassen County,2020-08-07,,,,,
Los Angeles County,2020-08-07,4484.0,3809.0,651.0,651.0,
Madera County ,2020-08-07,17.0,17.0,,,
Marin County ,2020-08-07,182.0,113.0,44.0,,
Mariposa County,2020-08-07,44.0,,,,
Mendocino County,2020-08-07,95.0,22.0,,,
Merced County,2020-08-07,124.0,35.0,,,
Modoc County,2020-08-07,,,,,
Mono County,2020-08-07,,,,,
Monterey County,2020-08-07,123.0,93.0,108.0,15.0,
Napa County ,2020-08-07,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-07,70.0,,,,
Orange County,2020-08-07,692.0,587.0,78.0,78.0,
Placer County,2020-08-07,77.0,40.0,12.0,12.0,
Plumas County,2020-08-07,,,,,
Riverside County,2020-08-07,355.0,355.0,15.0,15.0,
Sacramento County,2020-08-07,525.0,503.0,63.0,63.0,
San Benito County,2020-08-07,23.0,23.0,,,
San Bernardino County,2020-08-07,427.0,427.0,20.0,,20.0
San Diego County,2020-08-07,1327.0,158.0,44.0,44.0,
San Francisco,2020-08-07,2614.0,1896.0,91.0,91.0,
San Joaquin County,2020-08-07,73.0,66.0,,,
San Luis Obispo County,2020-08-07,155.0,,14.0,14.0,
San Mateo County,2020-08-07,162.0,162.0,,,
Santa Barbara County,2020-08-07,140.0,106.0,,,
Santa Clara County,2020-08-07,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-07,149.0,131.0,35.0,,12.0
Shasta County,2020-08-07,97.0,97.0,,,
Sierra County,2020-08-07,,,,,
Siskiyou County,2020-08-07,,,,,
Solano County,2020-08-07,216.0,114.0,,,
Sonoma County,2020-08-07,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-07,129.0,105.0,,,
Sutter County,2020-08-07,17.0,17.0,,,
Tehama County,2020-08-07,,,,,
Trinity County,2020-08-07,,,,,
Tulare County,2020-08-07,113.0,65.0,,,
Tuolumne County,2020-08-07,21.0,21.0,,,
Ventura County,2020-08-07,331.0,147.0,,,
Yolo County,2020-08-07,167.0,125.0,,,
Yuba County,2020-08-07,,,,,
Wilton Rancheria Tribe,2020-08-07,,,,,
Bishop Paiute Tribal Council,2020-08-07,,,,,
Alameda County,2020-08-10,833.0,522.0,91.0,91.0,
Alpine County,2020-08-10,,,,,
Amador County,2020-08-10,,,,,
Butte County,2020-08-10,129.0,129.0,,,
Calaveras County,2020-08-10,29.0,19.0,,,
Colusa County,2020-08-10,,,,,
Contra Costa County,2020-08-10,566.0,473.0,,,
Del Norte County,2020-08-10,28.0,28.0,,,
El Dorado County,2020-08-10,46.0,38.0,,,
Fresno County,2020-08-10,367.0,353.0,28.0,28.0,
Glenn County,2020-08-10,,,,,
Humboldt County,2020-08-10,74.0,49.0,15.0,,
Imperial County,2020-08-10,126.0,119.0,80.0,79.0,
Inyo County,2020-08-10,,,,,
Kern County,2020-08-10,21.0,21.0,15.0,15.0,
Kings County,2020-08-10,44.0,44.0,,,
Lake County,2020-08-10,,,,,
Lassen County,2020-08-10,,,,,
Los Angeles County,2020-08-10,4634.0,3811.0,651.0,651.0,
Madera County ,2020-08-10,17.0,17.0,,,
Marin County ,2020-08-10,182.0,113.0,44.0,,
Mariposa County,2020-08-10,44.0,,,,
Mendocino County,2020-08-10,94.0,21.0,,,
Merced County,2020-08-10,124.0,35.0,,,
Modoc County,2020-08-10,,,,,
Mono County,2020-08-10,,,,,
Monterey County,2020-08-10,118.0,87.0,108.0,15.0,
Napa County ,2020-08-10,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-10,70.0,,,,
Orange County,2020-08-10,692.0,581.0,78.0,78.0,
Placer County,2020-08-10,77.0,40.0,12.0,12.0,
Plumas County,2020-08-10,,,,,
Riverside County,2020-08-10,358.0,358.0,15.0,15.0,
Sacramento County,2020-08-10,525.0,503.0,63.0,63.0,
San Benito County,2020-08-10,23.0,23.0,,,
San Bernardino County,2020-08-10,427.0,427.0,20.0,,20.0
San Diego County,2020-08-10,1327.0,163.0,44.0,44.0,
San Francisco,2020-08-10,2614.0,1893.0,91.0,91.0,
San Joaquin County,2020-08-10,73.0,65.0,,,
San Luis Obispo County,2020-08-10,155.0,,14.0,14.0,
San Mateo County,2020-08-10,164.0,164.0,,,
Santa Barbara County,2020-08-10,139.0,107.0,,,
Santa Clara County,2020-08-10,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-10,149.0,131.0,35.0,,12.0
Shasta County,2020-08-10,97.0,97.0,,,
Sierra County,2020-08-10,,,,,
Siskiyou County,2020-08-10,,,,,
Solano County,2020-08-10,216.0,114.0,,,
Sonoma County,2020-08-10,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-10,129.0,105.0,,,
Sutter County,2020-08-10,17.0,17.0,,,
Tehama County,2020-08-10,,,,,
Trinity County,2020-08-10,,,,,
Tulare County,2020-08-10,113.0,65.0,,,
Tuolumne County,2020-08-10,21.0,21.0,,,
Ventura County,2020-08-10,331.0,147.0,,,
Yolo County,2020-08-10,167.0,123.0,,,
Yuba County,2020-08-10,,,,,
Wilton Rancheria Tribe,2020-08-10,,,,,
Bishop Paiute Tribal Council,2020-08-10,,,,,
Alameda County,2020-08-11,833.0,530.0,91.0,91.0,
Bishop Paiute Tribal Council,2020-08-11,,,,,
Wilton Rancheria Tribe,2020-08-11,,,,,
Yuba County,2020-08-11,,,,,
Yolo County,2020-08-11,167.0,125.0,,,
Ventura County,2020-08-11,331.0,147.0,,,
Tuolumne County,2020-08-11,21.0,21.0,,,
Tulare County,2020-08-11,113.0,65.0,,,
Trinity County,2020-08-11,,,,,
Tehama County,2020-08-11,,,,,
Sutter County,2020-08-11,17.0,17.0,,,
Stanislaus County,2020-08-11,129.0,105.0,,,
Sonoma County,2020-08-11,77.0,77.0,24.0,24.0,
Solano County,2020-08-11,127.0,113.0,,,
Siskiyou County,2020-08-11,,,,,
Sierra County,2020-08-11,,,,,
Shasta County,2020-08-11,97.0,97.0,,,
Santa Cruz County,2020-08-11,149.0,130.0,35.0,,12.0
Santa Clara County,2020-08-11,674.0,456.0,105.0,12.0,
Santa Barbara County,2020-08-11,122.0,91.0,,,
San Mateo County,2020-08-11,165.0,165.0,,,
San Luis Obispo County,2020-08-11,155.0,,14.0,14.0,
San Joaquin County,2020-08-11,73.0,64.0,,,
San Francisco,2020-08-11,2614.0,1909.0,91.0,91.0,
San Diego County,2020-08-11,1327.0,160.0,44.0,44.0,
San Bernardino County,2020-08-11,427.0,427.0,20.0,,20.0
San Benito County,2020-08-11,12.0,12.0,,,
Sacramento County,2020-08-11,525.0,503.0,63.0,63.0,
Riverside County,2020-08-11,358.0,358.0,15.0,15.0,
Plumas County,2020-08-11,,,,,
Placer County,2020-08-11,83.0,60.0,12.0,12.0,
Orange County,2020-08-11,692.0,579.0,78.0,78.0,
Nevada County ,2020-08-11,70.0,,,,
Napa County ,2020-08-11,111.0,99.0,18.0,12.0,
Monterey County,2020-08-11,118.0,86.0,108.0,15.0,
Mono County,2020-08-11,,,,,
Modoc County,2020-08-11,,,,,
Merced County,2020-08-11,124.0,35.0,,,
Mendocino County,2020-08-11,94.0,21.0,,,
Mariposa County,2020-08-11,44.0,,,,
Marin County ,2020-08-11,182.0,118.0,44.0,,
Madera County ,2020-08-11,21.0,21.0,,,
Los Angeles County,2020-08-11,4634.0,3790.0,651.0,651.0,
Lassen County,2020-08-11,,,,,
Lake County,2020-08-11,,,,,
Kings County,2020-08-11,44.0,44.0,,,
Kern County,2020-08-11,19.0,19.0,15.0,15.0,
Inyo County,2020-08-11,,,,,
Imperial County,2020-08-11,126.0,122.0,80.0,79.0,
Humboldt County,2020-08-11,74.0,49.0,15.0,,
Glenn County,2020-08-11,,,,,
Fresno County,2020-08-11,357.0,357.0,28.0,28.0,
El Dorado County,2020-08-11,46.0,38.0,,,
Del Norte County,2020-08-11,28.0,28.0,,,
Contra Costa County,2020-08-11,566.0,466.0,,,
Colusa County,2020-08-11,,,,,
Calaveras County,2020-08-11,29.0,19.0,,,
Butte County,2020-08-11,128.0,128.0,,,
Amador County,2020-08-11,,,,,
Alpine County,2020-08-11,,,,,
Alameda County,2020-08-12,833.0,535.0,91.0,91.0,
Alpine County,2020-08-12,,,,,
Amador County,2020-08-12,,,,,
Butte County,2020-08-12,128.0,128.0,,,
Calaveras County,2020-08-12,29.0,20.0,,,
Colusa County,2020-08-12,,,,,
Contra Costa County,2020-08-12,565.0,474.0,,,
Del Norte County,2020-08-12,28.0,28.0,,,
El Dorado County,2020-08-12,46.0,38.0,,,
Fresno County,2020-08-12,357.0,359.0,28.0,28.0,
Glenn County,2020-08-12,,,,,
Humboldt County,2020-08-12,74.0,49.0,15.0,,
Imperial County,2020-08-12,126.0,122.0,80.0,79.0,
Inyo County,2020-08-12,,,,,
Kern County,2020-08-12,19.0,19.0,15.0,15.0,
Kings County,2020-08-12,44.0,44.0,,,
Lake County,2020-08-12,,,,,
Lassen County,2020-08-12,,,,,
Los Angeles County,2020-08-12,4633.0,3778.0,651.0,651.0,
Madera County ,2020-08-12,21.0,21.0,,,
Marin County ,2020-08-12,182.0,119.0,44.0,,
Mariposa County,2020-08-12,44.0,,,,
Mendocino County,2020-08-12,94.0,21.0,,,
Merced County,2020-08-12,124.0,35.0,,,
Modoc County,2020-08-12,,,,,
Mono County,2020-08-12,,,,,
Monterey County,2020-08-12,117.0,86.0,108.0,15.0,
Napa County ,2020-08-12,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-12,70.0,,,,
Orange County,2020-08-12,692.0,580.0,78.0,78.0,
Placer County,2020-08-12,83.0,60.0,12.0,12.0,
Plumas County,2020-08-12,,,,,
Riverside County,2020-08-12,354.0,354.0,15.0,15.0,
Sacramento County,2020-08-12,525.0,503.0,63.0,63.0,
San Benito County,2020-08-12,12.0,12.0,,,
San Bernardino County,2020-08-12,427.0,427.0,20.0,,20.0
San Diego County,2020-08-12,1327.0,167.0,44.0,44.0,
San Francisco,2020-08-12,2614.0,1896.0,91.0,91.0,
San Joaquin County,2020-08-12,73.0,65.0,,,
San Luis Obispo County,2020-08-12,155.0,,14.0,14.0,
San Mateo County,2020-08-12,164.0,164.0,,,
Santa Barbara County,2020-08-12,122.0,92.0,,,
Santa Clara County,2020-08-12,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-12,149.0,130.0,35.0,,12.0
Shasta County,2020-08-12,97.0,97.0,,,
Sierra County,2020-08-12,,,,,
Siskiyou County,2020-08-12,,,,,
Solano County,2020-08-12,127.0,114.0,,,
Sonoma County,2020-08-12,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-12,129.0,105.0,,,
Sutter County,2020-08-12,17.0,17.0,,,
Tehama County,2020-08-12,,,,,
Trinity County,2020-08-12,,,,,
Tulare County,2020-08-12,113.0,67.0,,,
Tuolumne County,2020-08-12,21.0,21.0,,,
Ventura County,2020-08-12,331.0,147.0,,,
Yolo County,2020-08-12,167.0,125.0,,,
Yuba County,2020-08-12,,,,,
Wilton Rancheria Tribe,2020-08-12,,,,,
Bishop Paiute Tribal Council,2020-08-12,,,,,
Alameda County,2020-08-13,833.0,517.0,91.0,91.0,
Alpine County,2020-08-13,,,,,
Amador County,2020-08-13,,,,,
Butte County,2020-08-13,127.0,127.0,,,
Calaveras County,2020-08-13,29.0,20.0,,,
Colusa County,2020-08-13,,,,,
Contra Costa County,2020-08-13,599.0,468.0,,,
Del Norte County,2020-08-13,29.0,29.0,,,
El Dorado County,2020-08-13,46.0,38.0,,,
Fresno County,2020-08-13,357.0,359.0,28.0,28.0,
Glenn County,2020-08-13,,,,,
Humboldt County,2020-08-13,74.0,49.0,15.0,,
Imperial County,2020-08-13,126.0,122.0,80.0,79.0,
Inyo County,2020-08-13,,,,,
Kern County,2020-08-13,19.0,19.0,15.0,15.0,
Kings County,2020-08-13,44.0,44.0,,,
Lake County,2020-08-13,,,,,
Lassen County,2020-08-13,,,,,
Los Angeles County,2020-08-13,4633.0,3805.0,651.0,651.0,
Madera County ,2020-08-13,20.0,20.0,,,
Marin County ,2020-08-13,182.0,119.0,44.0,,
Mariposa County,2020-08-13,44.0,,,,
Mendocino County,2020-08-13,92.0,19.0,,,
Merced County,2020-08-13,124.0,35.0,,,
Modoc County,2020-08-13,,,,,
Mono County,2020-08-13,,,,,
Monterey County,2020-08-13,117.0,83.0,108.0,15.0,
Napa County ,2020-08-13,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-13,70.0,,,,
Orange County,2020-08-13,692.0,574.0,78.0,78.0,
Placer County,2020-08-13,83.0,60.0,12.0,12.0,
Plumas County,2020-08-13,,,,,
Riverside County,2020-08-13,360.0,360.0,15.0,15.0,
Sacramento County,2020-08-13,525.0,503.0,63.0,63.0,
San Benito County,2020-08-13,12.0,12.0,,,
San Bernardino County,2020-08-13,427.0,427.0,20.0,,20.0
San Diego County,2020-08-13,1327.0,170.0,44.0,44.0,
San Francisco,2020-08-13,2614.0,1896.0,91.0,91.0,
San Joaquin County,2020-08-13,73.0,65.0,,,
San Luis Obispo County,2020-08-13,155.0,,14.0,14.0,
San Mateo County,2020-08-13,165.0,165.0,,,
Santa Barbara County,2020-08-13,123.0,96.0,,,
Santa Clara County,2020-08-13,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-13,149.0,132.0,35.0,,12.0
Shasta County,2020-08-13,97.0,97.0,,,
Sierra County,2020-08-13,,,,,
Siskiyou County,2020-08-13,,,,,
Solano County,2020-08-13,127.0,115.0,,,
Sonoma County,2020-08-13,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-13,129.0,105.0,,,
Sutter County,2020-08-13,17.0,17.0,,,
Tehama County,2020-08-13,,,,,
Trinity County,2020-08-13,,,,,
Tulare County,2020-08-13,113.0,66.0,,,
Tuolumne County,2020-08-13,21.0,21.0,,,
Ventura County,2020-08-13,331.0,147.0,,,
Yolo County,2020-08-13,167.0,125.0,,,
Yuba County,2020-08-13,,,,,
Wilton Rancheria Tribe,2020-08-13,,,,,
Bishop Paiute Tribal Council,2020-08-13,,,,,
Alameda County,2020-08-14,833.0,530.0,91.0,91.0,
Alpine County,2020-08-14,,,,,
Amador County,2020-08-14,,,,,
Butte County,2020-08-14,125.0,125.0,,,
Calaveras County,2020-08-14,29.0,18.0,,,
Colusa County,2020-08-14,,,,,
Contra Costa County,2020-08-14,599.0,474.0,,,
Del Norte County,2020-08-14,29.0,29.0,,,
El Dorado County,2020-08-14,46.0,38.0,,,
Fresno County,2020-08-14,357.0,359.0,28.0,28.0,
Glenn County,2020-08-14,,,,,
Humboldt County,2020-08-14,74.0,49.0,15.0,,
Imperial County,2020-08-14,126.0,122.0,80.0,79.0,
Inyo County,2020-08-14,,,,,
Kern County,2020-08-14,14.0,14.0,15.0,15.0,
Kings County,2020-08-14,44.0,44.0,,,
Lake County,2020-08-14,,,,,
Lassen County,2020-08-14,,,,,
Los Angeles County,2020-08-14,4631.0,3862.0,651.0,651.0,
Madera County ,2020-08-14,20.0,20.0,,,
Marin County ,2020-08-14,182.0,117.0,44.0,,
Mariposa County,2020-08-14,44.0,11.0,,,
Mendocino County,2020-08-14,92.0,21.0,,,
Merced County,2020-08-14,124.0,35.0,,,
Modoc County,2020-08-14,,,,,
Mono County,2020-08-14,,,,,
Monterey County,2020-08-14,117.0,82.0,108.0,15.0,
Napa County ,2020-08-14,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-14,70.0,,,,
Orange County,2020-08-14,692.0,564.0,78.0,78.0,
Placer County,2020-08-14,83.0,60.0,12.0,12.0,
Plumas County,2020-08-14,,,,,
Riverside County,2020-08-14,362.0,362.0,15.0,15.0,
Sacramento County,2020-08-14,525.0,503.0,63.0,63.0,
San Benito County,2020-08-14,,,,,
San Bernardino County,2020-08-14,427.0,427.0,20.0,,20.0
San Diego County,2020-08-14,1327.0,171.0,44.0,44.0,
San Francisco,2020-08-14,2614.0,1905.0,91.0,91.0,
San Joaquin County,2020-08-14,73.0,68.0,,,
San Luis Obispo County,2020-08-14,155.0,,14.0,14.0,
San Mateo County,2020-08-14,165.0,165.0,,,
Santa Barbara County,2020-08-14,123.0,94.0,,,
Santa Clara County,2020-08-14,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-14,236.0,139.0,35.0,,12.0
Shasta County,2020-08-14,97.0,97.0,,,
Sierra County,2020-08-14,,,,,
Siskiyou County,2020-08-14,,,,,
Solano County,2020-08-14,127.0,115.0,,,
Sonoma County,2020-08-14,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-14,126.0,102.0,,,
Sutter County,2020-08-14,17.0,17.0,,,
Tehama County,2020-08-14,,,,,
Trinity County,2020-08-14,,,,,
Tulare County,2020-08-14,119.0,66.0,,,
Tuolumne County,2020-08-14,21.0,21.0,,,
Ventura County,2020-08-14,331.0,147.0,,,
Yolo County,2020-08-14,167.0,123.0,,,
Yuba County,2020-08-14,,,,,
Wilton Rancheria Tribe,2020-08-14,,,,,
Bishop Paiute Tribal Council,2020-08-14,,,,,
Alameda County,2020-08-17,833.0,539.0,91.0,91.0,
Alpine County,2020-08-17,,,,,
Amador County,2020-08-17,,,,,
Butte County,2020-08-17,125.0,125.0,,,
Calaveras County,2020-08-17,29.0,18.0,,,
Colusa County,2020-08-17,,,,,
Contra Costa County,2020-08-17,599.0,476.0,,,
Del Norte County,2020-08-17,29.0,29.0,,,
El Dorado County,2020-08-17,46.0,39.0,,,
Fresno County,2020-08-17,357.0,359.0,28.0,28.0,
Glenn County,2020-08-17,,,,,
Humboldt County,2020-08-17,74.0,49.0,15.0,,
Imperial County,2020-08-17,126.0,122.0,80.0,79.0,
Inyo County,2020-08-17,,,,,
Kern County,2020-08-17,13.0,13.0,15.0,15.0,
Kings County,2020-08-17,44.0,44.0,,,
Lake County,2020-08-17,,,,,
Lassen County,2020-08-17,,,,,
Los Angeles County,2020-08-17,4631.0,3891.0,651.0,651.0,
Madera County ,2020-08-17,19.0,19.0,,,
Marin County ,2020-08-17,182.0,117.0,44.0,,
Mariposa County,2020-08-17,44.0,11.0,,,
Mendocino County,2020-08-17,92.0,22.0,,,
Merced County,2020-08-17,124.0,35.0,,,
Modoc County,2020-08-17,,,,,
Mono County,2020-08-17,,,,,
Monterey County,2020-08-17,117.0,82.0,108.0,15.0,
Napa County ,2020-08-17,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-17,70.0,,,,
Orange County,2020-08-17,692.0,567.0,78.0,78.0,
Placer County,2020-08-17,83.0,60.0,12.0,12.0,
Plumas County,2020-08-17,,,,,
Riverside County,2020-08-17,363.0,363.0,15.0,15.0,
Sacramento County,2020-08-17,525.0,503.0,63.0,63.0,
San Benito County,2020-08-17,,,,,
San Bernardino County,2020-08-17,427.0,427.0,20.0,,20.0
San Diego County,2020-08-17,1327.0,178.0,44.0,44.0,
San Francisco,2020-08-17,2614.0,1902.0,91.0,91.0,
San Joaquin County,2020-08-17,73.0,64.0,,,
San Luis Obispo County,2020-08-17,155.0,,14.0,14.0,
San Mateo County,2020-08-17,166.0,166.0,,,
Santa Barbara County,2020-08-17,123.0,94.0,,,
Santa Clara County,2020-08-17,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-17,236.0,147.0,35.0,,12.0
Shasta County,2020-08-17,97.0,97.0,,,
Sierra County,2020-08-17,,,,,
Siskiyou County,2020-08-17,,,,,
Solano County,2020-08-17,127.0,115.0,,,
Sonoma County,2020-08-17,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-17,126.0,102.0,,,
Sutter County,2020-08-17,17.0,17.0,,,
Tehama County,2020-08-17,,,,,
Trinity County,2020-08-17,,,,,
Tulare County,2020-08-17,119.0,66.0,,,
Tuolumne County,2020-08-17,21.0,21.0,,,
Ventura County,2020-08-17,331.0,147.0,,,
Yolo County,2020-08-17,167.0,124.0,,,
Yuba County,2020-08-17,,,,,
Wilton Rancheria Tribe,2020-08-17,,,,,
Bishop Paiute Tribal Council,2020-08-17,,,,,
Alameda County,2020-08-19,833.0,576.0,91.0,91.0,
Alpine County,2020-08-19,,,,,
Amador County,2020-08-19,,,,,
Butte County,2020-08-19,127.0,127.0,,,
Calaveras County,2020-08-19,29.0,18.0,,,
Colusa County,2020-08-19,,,,,
Contra Costa County,2020-08-19,599.0,491.0,,,
Del Norte County,2020-08-19,29.0,29.0,,,
El Dorado County,2020-08-19,46.0,39.0,,,
Fresno County,2020-08-19,357.0,359.0,28.0,28.0,
Glenn County,2020-08-19,,,,,
Humboldt County,2020-08-19,74.0,49.0,15.0,,
Imperial County,2020-08-19,126.0,123.0,80.0,79.0,
Inyo County,2020-08-19,,,,,
Kern County,2020-08-19,,,15.0,15.0,
Kings County,2020-08-19,44.0,44.0,,,
Lake County,2020-08-19,,,,,
Lassen County,2020-08-19,,,,,
Los Angeles County,2020-08-19,4633.0,3919.0,651.0,651.0,
Madera County ,2020-08-19,19.0,19.0,,,
Marin County ,2020-08-19,165.0,113.0,44.0,,
Mariposa County,2020-08-19,44.0,11.0,,,
Mendocino County,2020-08-19,92.0,22.0,,,
Merced County,2020-08-19,124.0,35.0,,,
Modoc County,2020-08-19,,,,,
Mono County,2020-08-19,,,,,
Monterey County,2020-08-19,115.0,79.0,108.0,15.0,
Napa County ,2020-08-19,111.0,99.0,18.0,12.0,
Nevada County ,2020-08-19,70.0,,,,
Orange County,2020-08-19,692.0,567.0,78.0,78.0,
Placer County,2020-08-19,83.0,60.0,12.0,12.0,
Plumas County,2020-08-19,,,,,
Riverside County,2020-08-19,362.0,362.0,15.0,15.0,
Sacramento County,2020-08-19,525.0,503.0,63.0,63.0,
San Benito County,2020-08-19,,,,,
San Bernardino County,2020-08-19,427.0,427.0,20.0,,20.0
San Diego County,2020-08-19,1327.0,170.0,44.0,44.0,
San Francisco,2020-08-19,2614.0,1898.0,91.0,91.0,
San Joaquin County,2020-08-19,73.0,62.0,,,
San Luis Obispo County,2020-08-19,155.0,,14.0,14.0,
San Mateo County,2020-08-19,167.0,167.0,,,
Santa Barbara County,2020-08-19,123.0,89.0,,,
Santa Clara County,2020-08-19,674.0,456.0,105.0,12.0,
Santa Cruz County,2020-08-19,236.0,148.0,35.0,,12.0
Shasta County,2020-08-19,97.0,97.0,,,
Sierra County,2020-08-19,,,,,
Siskiyou County,2020-08-19,,,,,
Solano County,2020-08-19,127.0,115.0,,,
Sonoma County,2020-08-19,77.0,77.0,24.0,24.0,
Stanislaus County,2020-08-19,124.0,95.0,,,
Sutter County,2020-08-19,18.0,18.0,,,
Tehama County,2020-08-19,,,,,
Trinity County,2020-08-19,,,,,
Tulare County,2020-08-19,119.0,66.0,,,
Tuolumne County,2020-08-19,21.0,21.0,,,
Ventura County,2020-08-19,331.0,147.0,,,
Yolo County,2020-08-19,167.0,123.0,,,
Yuba County,2020-08-19,,,,,
Wilton Rancheria Tribe,2020-08-19,,,,,
Bishop Paiute Tribal Council,2020-08-19,,,,,
Alameda County,2020-08-20,833.0,581.0,91.0,91.0,
Alpine County,2020-08-20,,,,,
Amador County,2020-08-20,,,,,
Butte County,2020-08-20,128.0,128.0,,,
Calaveras County,2020-08-20,29.0,18.0,,,
Colusa County,2020-08-20,,,,,
Contra Costa County,2020-08-20,599.0,497.0,,,
Del Norte County,2020-08-20,29.0,29.0,,,
El Dorado County,2020-08-20,46.0,39.0,,,
Fresno County,2020-08-20,357.0,353.0,28.0,28.0,
Glenn County,2020-08-20,,,,,
Humboldt County,2020-08-20,74.0,49.0,15.0,,
